REFNumber,X_IMAGE,Y_IMAGE,MAG_ISO,ra,dec,magcal_iso,magcal_iso_rms,magcal_local,magcal_local_rms,ExposureDate,FLUX_ISO,MAG_APER,MAG_AUTO,KRON_RADIUS,BACKGROUND,FLUX_MAX,THETA_J2000,ELLIPTICITY,ISOAREA_WORLD,FWHM_IMAGE,FWHM_WORLD,plate_dist,Blendedmag,limiting_mag_local,magcal_local_error,dradRMS2,magcor_local,extinction,gsc_bin_index,series,plateNumber,NUMBER,versionId,AFLAGS,BFLAGS,ISO0,ISO1,ISO2,ISO3,ISO4,ISO5,ISO6,ISO7,npoints_local,rejectFlag,local_bin_index,seriesId,exposureNumber,solutionNumber,spatial_bin,mosaicNumber,quality,plateVersionId,magdep_bin,magcal_magdep,magcal_magdep_rms,ra_2,dec_2,RaPM,DecPM,A2FLAGS,B2FLAGS,timeAccuracy,maskIndex
420061551442725,5882.248,8069.349,-14.1880,301.5645100,44.4570840,12.570794,0.192295,12.20,0.20,2418861.502212,473360.4000000,-13.4105,-14.2942,3.50,3788.6760000,3830.0050000,-71.88,0.176,0.0000300,10.72,0.0030510,1.1526,0.00,15.797836,0.137608,0.681105,0.059388,0.398,143663284,mc,472,201401,132,640,1886325760,372,312,214,166,135,107,83,53,68,0,916,24,0,0,2,99,9999,132,546,12.13,0.13,301.564800,44.457133,-11.6,-10.0,0,0,1.0,0
420061551442725,5635.308,8148.719,-13.7904,301.5647850,44.4571280,12.775826,0.176996,12.38,0.16,2418885.502660,328211.5000000,-13.1221,-13.9365,4.20,4198.3730000,3321.5150000,-62.14,0.123,0.0000260,9.37,0.0026680,1.1876,0.00,16.205523,0.159661,0.52633,0.118202,0.398,143663284,mc,502,114751,132,640,1886325760,320,270,203,153,117,87,61,37,90,0,916,24,0,0,2,99,9999,132,563,12.29,0.11,301.564800,44.457132,-11.6,-10.0,0,0,1.0,0
420061551442725,5306.746,7414.491,-14.5412,301.5647000,44.4571320,12.928998,0.130605,12.37,0.06,2419120.847159,655335.2000000,-13.4463,-14.6981,4.61,3479.9090000,3760.5130000,67.28,0.068,0.0000390,13.06,0.0037200,1.4017,0.00,15.685127,0.093295,0.60907,0.049457,0.575,143663284,mc,998,121500,140,128,1349451776,482,433,342,273,213,171,122,73,65,0,815,24,0,0,3,99,9999,140,545,12.37,99.00,301.564797,44.457131,-11.6,-10.0,0,0,0.0007,0
420061551442725,4162.178,6344.686,-14.3202,301.5644870,44.4571020,12.122936,0.097672,12.19,0.09,2419139.836466,534649.8000000,-13.1145,-14.3792,3.50,3584.2770000,3221.8220000,65.60,0.242,0.0000300,16.87,0.0047980,1.8456,0.00,14.726912,0.103215,0.830511,-0.082384,0.494,143663284,mc,1045,130018,140,1152,1349451776,371,347,299,247,210,153,97,26,107,0,711,24,1,0,4,99,9999,140,93,12.19,99.00,301.564797,44.45713,-11.6,-10.0,0,0,0.0075,0
420061551442725,5988.406,7429.905,-14.6687,301.5647630,44.4572420,12.804287,0.155715,12.21,0.18,2419151.758837,737008.9000000,-13.5028,-14.8325,4.34,3320.8180000,3912.7170000,85.79,0.066,0.0000470,12.71,0.0036200,1.2796,0.00,15.856949,0.092653,0.580233,0.096395,0.587,143663284,mc,1065,152037,140,128,1349451776,582,493,393,288,224,174,131,76,41,0,817,24,0,0,2,99,9999,140,132,12.21,99.00,301.564796,44.45713,-11.6,-10.0,0,0,0.0007,0
420061551442725,5880.318,7545.183,-10.0773,301.5646500,44.4571160,12.549499,0.33714,12.62,0.16,2419163.807984,10737.5000000,-10.3175,-10.8875,7.09,3432.5730000,537.3235000,-75.14,0.199,0.0000030,5.47,0.0015570,1.2726,0.00,12.994792,0.108987,0.45178,-0.033554,0.448,143663284,mc,1097,283225,140,8320,1349386240,33,31,26,22,17,14,12,7,41,0,866,24,0,1,2,99,9999,140,-1,12.62,99.00,301.564796,44.45713,-11.6,-10.0,0,0,0.0007,0
420061551442725,5679.229,7568.496,-13.2497,301.5647260,44.4571390,12.259107,0.078611,12.31,0.05,2419163.807984,199464.0000000,-12.9594,-13.2804,3.50,3424.3960000,3282.8770000,-85.61,0.080,0.0000140,7.64,0.0021730,1.3051,0.00,13.621383,0.054938,0.368479,-0.012227,0.447,143663284,mc,1097,284917,140,1152,1349451776,175,157,128,105,83,70,52,30,80,0,866,24,1,0,2,99,9999,140,527,12.31,99.00,301.564796,44.45713,-11.6,-10.0,0,0,0.0007,0
420061551442725,5959.649,7457.647,-14.2295,301.5646730,44.4571370,12.667701,0.169075,12.30,0.09,2419268.502717,491829.1000000,-13.3937,-14.3796,4.50,3869.1030000,3716.2660000,86.96,0.111,0.0000330,10.64,0.0030300,1.2781,0.00,15.853957,0.123489,0.602672,0.075955,0.398,143663284,mc,1232,112288,132,640,1886323712,414,344,254,197,152,122,93,59,46,0,817,24,0,0,2,99,9999,132,132,12.30,99.00,301.564795,44.457129,-11.6,-10.0,0,0,1.0,0
420061551442725,4434.318,6712.199,-13.8016,301.5646580,44.4571680,12.211745,0.093349,12.23,0.09,2419319.607621,331631.5000000,-12.6736,-13.8715,3.69,3412.1160000,2281.8950000,72.02,0.206,0.0000300,18.74,0.0053280,1.7159,0.00,14.427557,0.085384,0.959082,0.010369,0.464,143663284,mc,1317,281696,140,128,1349453824,362,328,279,229,162,110,66,25,93,0,762,24,1,0,4,99,9999,140,99,12.24,0.06,301.564794,44.457129,-11.6,-10.0,0,0,0.0007,0
420061551442725,6240.038,7543.775,-11.4902,301.5646010,44.4570890,12.562781,0.230154,12.56,0.21,2419348.546932,39454.1200000,-11.6070,-11.8860,3.84,3374.3290000,1430.2220000,33.49,0.243,0.0000040,7.81,0.0022210,1.2097,0.00,13.346359,0.114951,0.840283,0.008466,0.491,143663284,mc,1400,145600,140,128,1349451778,45,39,33,25,18,16,10,6,49,0,867,24,1,1,2,99,9999,140,-1,12.56,99.00,301.564794,44.457129,-11.6,-10.0,0,0,0.0007,0
