REFNumber,X_IMAGE,Y_IMAGE,MAG_ISO,ra,dec,magcal_iso,magcal_iso_rms,magcal_local,magcal_local_rms,ExposureDate,FLUX_ISO,MAG_APER,MAG_AUTO,KRON_RADIUS,BACKGROUND,FLUX_MAX,THETA_J2000,ELLIPTICITY,ISOAREA_WORLD,FWHM_IMAGE,FWHM_WORLD,plate_dist,Blendedmag,limiting_mag_local,magcal_local_error,dradRMS2,magcor_local,extinction,gsc_bin_index,series,plateNumber,NUMBER,versionId,AFLAGS,BFLAGS,ISO0,ISO1,ISO2,ISO3,ISO4,ISO5,ISO6,ISO7,npoints_local,rejectFlag,local_bin_index,seriesId,exposureNumber,solutionNumber,spatial_bin,mosaicNumber,quality,plateVersionId,magdep_bin,magcal_magdep,magcal_magdep_rms,ra_2,dec_2,RaPM,DecPM,A2FLAGS,B2FLAGS,timeAccuracy,maskIndex
420061551442725,6266.751,19002.322,-13.0731,301.5609070,44.4573070,12.347246,0.23262,12.06,0.26,2429522.527514,169526.5000000,-9.4114,-13.1822,3.50,2339.8050000,2014.4850000,-69.15,0.571,0.0002570,23.62,0.0270220,9.7278,0.00,12.062663,0.110518,3.404493,-0.056767,0.401,143663284,bm,1513,346843,143,8192,1349386240,206,188,166,140,84,44,14,3,50,0,2167,7,0,0,7,99,9999,143,1536,12.06,99.00,301.564668,44.457051,-11.6,-10.0,0,0,0.0007,0
420061551442725,6399.771,9821.631,-12.2223,301.5648860,44.4574140,12.81322,0.153825,12.31,0.15,2429529.523456,77429.0600000,-9.7207,-12.4030,3.50,4882.1440000,1836.4390000,82.61,0.527,0.0001170,10.22,0.0119240,3.0122,0.00,14.416283,0.158291,3.313673,0.095427,0.399,143663284,bm,1542,254706,108,0,1349453824,90,79,68,57,46,35,25,12,381,0,1118,7,0,0,1,99,9999,108,1842,12.27,0.14,301.564668,44.457051,-11.6,-10.0,0,0,0.0007,0
420061551442725,14532.537,10124.012,-12.3999,301.5645800,44.4576050,12.649618,0.145288,12.18,0.13,2429529.563622,91191.0200000,-9.7320,-12.4910,3.50,4942.2260000,1882.8870000,60.96,0.319,0.0001180,9.72,0.0112520,6.8730,0.00,13.915374,0.125044,1.5209,0.071021,0.402,143663284,bm,1543,160778,108,0,1349453824,88,78,71,60,46,35,22,8,168,0,1191,7,0,0,4,99,9999,108,1779,12.15,0.12,301.564668,44.457051,-11.6,-10.0,0,0,0.0007,0
420061551442725,15480.927,10661.061,-12.0184,301.5639430,44.4570510,12.947483,0.197985,12.34,0.14,2429550.498296,64176.9400000,-9.4006,-12.2349,3.50,5563.1070000,1347.7650000,5.20,0.348,0.0000970,10.34,0.0119080,7.8413,0.00,13.315645,0.122938,3.705711,0.216391,0.400,143663284,bm,1563,204936,108,0,1349451776,74,70,63,56,44,34,20,11,121,0,1244,7,0,0,5,99,9999,108,1870,12.34,99.00,301.564668,44.457051,-11.6,-10.0,0,0,0.0007,0
420061551442725,15491.202,10655.192,-12.7571,301.5648910,44.4568330,12.745212,0.164291,12.21,0.14,2429555.480288,126718.3000000,-9.9304,-12.8548,4.43,5159.1870000,2093.6930000,60.97,0.312,0.0001350,9.75,0.0112570,7.9218,0.00,13.273548,0.121029,1.292613,0.135433,0.399,143663284,bm,1596,183523,108,0,1349453824,101,94,81,69,60,46,37,21,111,0,1244,7,0,0,5,99,9999,108,1456,12.16,0.12,301.564668,44.457051,-11.6,-10.0,0,0,0.0007,0
420061551442725,15080.623,10486.188,-11.8597,301.5648980,44.4573940,12.887544,0.174238,12.56,0.14,2429557.474396,55447.1100000,-9.7116,-12.0653,3.50,4920.4450000,1797.6910000,32.35,0.277,0.0000670,7.64,0.0088180,7.3961,0.00,13.936099,0.143558,2.27936,-0.057408,0.399,143663284,bm,1611,137812,108,0,1349453824,49,48,41,35,27,20,17,6,205,0,1193,7,0,0,4,99,9999,108,1851,12.51,0.14,301.564668,44.457051,-11.6,-10.0,0,0,0.0007,0
420061551442725,15525.045,10390.999,-11.6665,301.5643110,44.4569330,12.679757,0.161719,12.20,0.11,2429561.476462,46410.3500000,-9.6956,-11.8181,3.62,4396.5970000,1816.0260000,58.38,0.397,0.0000650,6.87,0.0079280,7.9788,0.00,13.954322,0.140541,1.748435,0.0499,0.402,143663284,bm,1633,134402,108,0,1349451776,50,45,37,30,24,20,12,7,222,0,1194,7,0,0,5,99,9999,108,1852,12.20,99.00,301.564668,44.457051,-11.6,-10.0,0,0,0.0007,0
420061551442725,15537.244,9927.873,-12.6880,301.5644800,44.4572000,12.960374,0.137502,12.42,0.11,2429575.512743,118905.7000000,-10.1140,-12.8699,4.67,4551.8430000,2482.4170000,-33.62,0.192,0.0001370,7.53,0.0087000,8.0074,0.00,14.631031,0.117082,1.657024,0.083109,0.449,143663284,bm,1695,224316,108,0,1349453824,105,97,84,71,58,43,31,17,279,0,1144,7,0,0,5,99,9999,108,1438,12.38,0.09,301.564668,44.457051,-11.6,-10.0,0,0,0.0007,0
420061551442725,15720.103,10158.745,-12.5567,301.5650010,44.4573460,13.039452,0.154251,12.38,0.06,2429575.551871,105356.5000000,-9.9853,-12.6757,3.50,4745.0100000,2322.8560000,-17.49,0.332,0.0001290,8.48,0.0097850,8.2332,0.00,14.477928,0.141741,1.451053,0.151638,0.501,143663284,bm,1696,211812,108,0,1349453824,97,86,80,63,47,38,27,14,231,0,1195,7,0,0,5,99,9999,108,1438,12.31,0.07,301.564668,44.457051,-11.6,-10.0,0,0,0.0007,0
420061551442725,6367.140,10399.605,-12.0962,301.5648830,44.4571670,12.787103,0.154192,12.28,0.10,2429797.780007,68940.2000000,-9.9481,-12.2573,3.50,4757.3970000,2187.7060000,70.94,0.429,0.0000820,7.80,0.0091300,2.8155,0.00,14.56091,0.12627,1.728294,0.143743,0.400,143663284,bm,2432,215939,108,0,1349451776,60,53,47,39,32,25,20,11,471,0,1168,7,0,0,1,99,9999,108,1428,12.28,99.00,301.564665,44.457049,-11.6,-10.0,0,0,0.0007,0
420061551442725,6261.826,10184.911,-11.1978,301.5655320,44.4569470,12.927862,0.222739,12.49,0.13,2429800.772966,30139.3400000,-9.4626,-11.5218,3.50,3594.4420000,1735.1330000,72.47,0.629,0.0000400,8.98,0.0104980,3.0534,0.00,13.27007,0.175157,2.384704,0.0274,0.400,143663284,bm,2433,103515,108,0,1349451776,28,26,22,17,12,10,5,2,155,0,1167,7,0,0,1,99,9999,108,2256,12.49,99.00,301.564665,44.457049,-11.6,-10.0,0,0,0.0007,0
420061551442725,6441.239,9907.648,-11.0885,301.5655850,44.4569600,12.954813,0.190049,12.52,0.16,2429802.768963,27252.7200000,-9.5110,-11.2748,3.96,3978.7100000,1786.3360000,87.95,0.570,0.0000400,8.12,0.0095020,2.9279,0.00,13.452535,0.165924,2.224541,0.023283,0.399,143663284,bm,2445,111573,108,0,1349451776,30,28,26,20,13,11,9,3,205,0,1118,7,0,0,1,99,9999,108,2148,12.52,99.00,301.564665,44.457049,-11.6,-10.0,0,0,0.0007,0
420061551442725,6181.838,10130.755,-11.6564,301.5645470,44.4575750,12.87393,0.163876,12.40,0.15,2429825.702685,45979.4900000,-9.7681,-11.8720,3.50,4933.9260000,1927.9440000,80.81,0.096,0.0000600,5.83,0.0068210,3.1632,0.00,14.083559,0.155889,1.328415,0.077687,0.400,143663284,bm,2500,192673,108,128,1479477248,44,39,31,23,20,16,14,8,310,0,1167,7,0,0,1,99,9999,108,1842,12.36,0.11,301.564664,44.457049,-11.6,-10.0,0,0,0.0007,0
420061551442725,15367.140,10830.310,-12.7972,301.5642680,44.4566800,12.681272,0.148649,12.38,0.09,2429825.744586,131484.4000000,-10.0162,-12.8739,3.50,4298.3900000,2278.1740000,38.24,0.229,0.0001390,8.82,0.0101840,7.7129,0.00,14.225084,0.15528,2.268316,-0.093479,0.400,143663284,bm,2501,197646,108,0,1349453824,105,102,88,75,63,52,38,22,130,0,1243,7,0,0,4,99,9999,108,1870,12.33,0.10,301.564664,44.457049,-11.6,-10.0,0,0,0.0007,0
420061551442725,6819.380,10035.063,-12.2823,301.5647860,44.4574370,12.8402,0.139755,12.39,0.11,2429847.682070,81832.9800000,-10.0372,-12.3581,3.61,4924.4990000,2383.3820000,52.50,0.249,0.0000920,7.14,0.0083550,2.4641,0.00,14.814456,0.129812,1.202594,0.077264,0.399,143663284,bm,2536,215376,108,0,1349453824,67,64,52,47,39,30,23,13,499,0,1119,7,0,0,1,99,9999,108,1429,12.34,0.08,301.564664,44.457049,-11.6,-10.0,0,0,0.0007,0
420061551442725,15619.335,10362.156,-12.5802,301.5645640,44.4570280,12.813314,0.121121,12.38,0.07,2429847.723276,107664.0000000,-9.9706,-12.7243,3.97,4066.5170000,2151.6590000,14.35,0.307,0.0001320,8.58,0.0098950,8.0352,0.00,14.309284,0.120279,2.530531,0.015342,0.413,143663284,bm,2537,192398,108,0,1349453824,101,94,81,70,58,43,30,15,268,0,1194,7,0,0,5,99,9999,108,1852,12.36,0.07,301.564664,44.457049,-11.6,-10.0,0,0,0.0007,0
420061551442725,6135.802,10100.708,-11.6369,301.5646470,44.4572610,12.819445,0.150198,12.43,0.13,2429853.676448,45159.6600000,-9.4788,-11.8510,3.61,4111.0610000,1451.6080000,23.95,0.157,0.0000660,6.94,0.0081180,3.2236,0.00,13.859353,0.152989,2.336788,-0.006696,0.402,143663284,bm,2558,164051,108,0,1349453824,48,46,44,34,27,22,18,8,274,0,1167,7,0,0,1,99,9999,108,2256,12.37,0.13,301.564664,44.457049,-11.6,-10.0,0,0,0.0007,0
420061551442725,6779.874,10025.596,-11.4935,301.5648230,44.4569400,12.705102,0.183717,12.25,0.15,2429856.657178,39573.2500000,-9.5203,-11.5455,3.50,5022.7940000,1582.2000000,53.85,0.291,0.0000590,6.85,0.0080150,2.5099,0.00,13.744074,0.135922,1.635334,0.069059,0.399,143663284,bm,2564,116268,108,0,1349451776,43,41,38,31,26,18,15,6,263,0,1119,7,0,0,1,99,9999,108,1842,12.25,99.00,301.564664,44.457049,-11.6,-10.0,0,0,0.0007,0
420061551442725,15950.247,10538.043,-11.3383,301.5647570,44.4578750,12.995683,0.260938,12.41,0.14,2429856.699076,34303.5800000,-8.9451,-11.7445,5.38,5275.3770000,983.9272000,10.19,0.459,0.0000690,12.61,0.0145330,8.4553,0.00,13.340911,0.143596,2.202276,0.18285,0.413,143663284,bm,2565,113070,108,0,1349453824,55,51,46,40,27,20,13,5,91,0,1245,7,0,0,5,99,9999,108,2284,12.41,0.12,301.564664,44.457049,-11.6,-10.0,0,0,0.0007,0
420061551442725,6615.471,10210.022,-12.3669,301.5648450,44.4568910,12.667943,0.142227,12.23,0.11,2429881.562009,88462.6600000,-9.8959,-12.5523,3.50,4930.3090000,2093.7950000,61.76,0.352,0.0001120,8.13,0.0095070,2.6009,0.00,14.678884,0.121818,1.35318,0.064384,0.399,143663284,bm,2638,212176,108,0,1349451776,82,75,61,51,43,33,24,14,482,0,1169,7,0,0,1,99,9999,108,1842,12.23,99.00,301.564664,44.457049,-11.6,-10.0,0,0,0.0007,0
420061551442725,15442.367,10742.972,-12.7574,301.5641880,44.4571440,12.817081,0.145761,12.45,0.08,2429881.604945,126751.0000000,-10.1282,-12.9231,4.51,3962.8780000,2632.9800000,3.15,0.197,0.0001390,7.66,0.0088480,7.8623,0.00,13.920212,0.105554,2.498302,-0.042864,0.403,143663284,bm,2639,217612,108,0,1349451776,106,98,84,71,57,44,32,14,188,0,1244,7,0,0,5,99,9999,108,1870,12.45,99.00,301.564664,44.457049,-11.6,-10.0,0,0,0.0007,0
420061551442725,6404.590,10293.650,-10.6399,301.5650770,44.4572960,12.804906,0.222645,12.40,99.00,2429887.539611,18028.6400000,-9.3418,-10.7465,3.50,3941.6170000,1411.2360000,37.23,0.316,0.0000290,5.41,0.0063290,2.8576,0.00,13.099652,0.165784,1.600098,-0.000469,0.399,143663284,bm,2658,116791,108,4096,1349451776,21,18,16,15,12,9,6,2,155,0,1168,7,0,0,1,99,9999,108,2256,12.40,99.00,301.564664,44.457049,-11.6,-10.0,0,0,0.0007,0
420061551442725,15944.410,10518.399,-9.9713,301.5667290,44.4567410,13.015232,0.272039,12.69,0.22,2429887.583587,9739.1710000,-8.9440,-10.3939,3.99,4157.0910000,1039.5570000,44.01,0.353,0.0000160,5.72,0.0065900,8.3977,0.00,12.88048,0.12354,2.487438,-0.07268,0.402,143663284,bm,2659,63669,108,8192,1349386240,12,12,12,11,9,6,5,2,59,0,1195,7,0,0,5,99,9999,108,2284,12.69,99.00,301.564664,44.457049,-11.6,-10.0,0,0,0.0007,0
420061551442725,6256.819,10371.315,-11.7936,301.5646880,44.4568830,12.7854,0.15814,12.40,0.15,2429892.522026,52169.9800000,-9.7544,-11.9479,3.50,4382.5260000,1872.8830000,38.49,0.066,0.0000860,5.35,0.0062580,2.9479,0.00,14.469679,0.155808,2.151358,0.026521,0.400,143663284,bm,2668,298856,108,0,1349451776,62,59,47,36,30,25,18,7,395,0,1167,7,0,0,1,99,9999,108,2256,12.40,99.00,301.564664,44.457049,-11.6,-10.0,0,0,0.0007,0
420061551442725,15863.609,10443.984,-11.5771,301.5644490,44.4576190,12.637444,0.144304,12.34,0.13,2429892.558731,42741.1200000,-9.2056,-11.8605,3.50,4305.1020000,1150.1220000,-5.80,0.246,0.0000760,10.43,0.0120350,8.3713,0.00,13.4743,0.131821,2.213936,-0.067877,0.399,143663284,bm,2669,138445,108,0,1349453824,58,54,49,38,29,24,18,12,103,0,1195,7,0,0,5,99,9999,108,2266,12.32,0.13,301.564664,44.457049,-11.6,-10.0,0,0,0.0007,0
420061551442725,6520.129,10265.147,-12.4538,301.5646770,44.4569470,12.816824,0.165528,12.38,0.15,2429901.499957,95836.5400000,-10.2215,-12.5296,3.50,3862.5250000,2830.6540000,69.75,0.261,0.0001070,6.71,0.0078460,2.6858,0.00,14.871497,0.1685,1.73272,0.051261,0.399,143663284,bm,2722,348580,108,0,1349453824,78,73,62,50,37,28,22,13,478,0,1168,7,0,0,1,99,9999,108,1770,12.32,0.10,301.564664,44.457049,-11.6,-10.0,0,0,0.0007,0
420061551442725,15424.637,10681.352,-12.2250,301.5649320,44.4572460,13.098714,0.156938,12.43,0.11,2429901.535969,77625.4500000,-9.5372,-12.3353,3.50,4534.8220000,1627.3120000,-25.51,0.068,0.0001050,8.36,0.0096450,7.7796,0.00,13.857806,0.145241,2.022933,0.26241,0.400,143663284,bm,2723,172354,108,64,1349453824,79,76,63,56,46,36,25,16,191,0,1244,7,0,0,5,99,9999,108,1780,12.36,0.14,301.564664,44.457049,-11.6,-10.0,0,0,0.0007,0
420061551442725,6540.836,10086.137,-11.8377,301.5643730,44.4572950,12.581747,0.166709,12.14,0.13,2429912.485465,54333.4700000,-9.9237,-12.0846,3.50,4176.1450000,2222.0720000,-56.71,0.265,0.0000750,6.40,0.0074870,2.7852,0.00,14.28192,0.166632,1.573148,0.051796,0.398,143663284,bm,2772,211461,108,0,1349451776,55,46,36,29,23,16,12,7,431,0,1118,7,0,0,1,99,9999,108,1842,12.14,99.00,301.564663,44.457049,-11.6,-10.0,0,0,0.0007,0
420061551442725,15417.030,10775.900,-11.8017,301.5645890,44.4566210,12.962102,0.160892,12.51,0.11,2429912.524246,52564.2200000,-9.5462,-11.9823,3.50,4805.6440000,1551.6360000,54.82,0.183,0.0000840,6.73,0.0077740,7.8292,0.00,14.01649,0.128364,2.398727,0.025986,0.405,143663284,bm,2773,159779,108,0,1349453824,63,58,47,39,35,24,18,8,214,0,1244,7,0,0,5,99,9999,108,1870,12.44,0.10,301.564663,44.457049,-11.6,-10.0,0,0,0.0007,0
