REFNumber,X_IMAGE,Y_IMAGE,MAG_ISO,ra,dec,magcal_iso,magcal_iso_rms,magcal_local,magcal_local_rms,ExposureDate,FLUX_ISO,MAG_APER,MAG_AUTO,KRON_RADIUS,BACKGROUND,FLUX_MAX,THETA_J2000,ELLIPTICITY,ISOAREA_WORLD,FWHM_IMAGE,FWHM_WORLD,plate_dist,Blendedmag,limiting_mag_local,magcal_local_error,dradRMS2,magcor_local,extinction,gsc_bin_index,series,plateNumber,NUMBER,versionId,AFLAGS,BFLAGS,ISO0,ISO1,ISO2,ISO3,ISO4,ISO5,ISO6,ISO7,npoints_local,rejectFlag,local_bin_index,seriesId,exposureNumber,solutionNumber,spatial_bin,mosaicNumber,quality,plateVersionId,magdep_bin,magcal_magdep,magcal_magdep_rms,ra_2,dec_2,RaPM,DecPM,A2FLAGS,B2FLAGS,timeAccuracy,maskIndex,isodate,decimalyear
420061551442725,7886.905,9572.985,-12.4526,301.5651280,44.4571850,13.037906,0.138339,12.45,0.11,2419120.847159,95724.2500000,-11.3881,-12.5599,4.42,3464.7980000,2717.0480000,72.92,0.193,0.0000420,6.13,0.0035810,0.9617,0.00,14.805681,0.128745,1.162089,0.075101,0.575,143663284,md,998,421056,139,128,1349453824,124,106,78,59,49,34,22,11,198,0,1072,25,0,0,1,99,9999,139,1429,12.42,0.09,301.564797,44.457131,-11.6,-10.0,0,0,0.0007,0,1911-03-25 08:19:54.538,1911.2283483808221
420061551442725,8075.601,8320.969,-12.3923,301.5650080,44.4567280,12.635677,0.149813,12.09,0.12,2419151.758837,90559.5500000,-11.1839,-12.4988,3.50,3421.6970000,2537.8020000,-34.34,0.150,0.0000520,9.25,0.0054020,1.6004,0.00,14.301672,0.141136,1.258434,0.042537,0.587,143663284,md,1065,440115,139,128,1349451776,152,112,75,51,35,26,16,8,154,0,923,25,0,0,1,99,9999,139,944,12.09,99.00,301.564796,44.45713,-11.6,-10.0,0,0,0.0007,0,1911-04-25 06:12:43.517,1911.313037909589
420061551442725,7859.563,9027.499,-11.8715,301.5644820,44.4573100,12.810529,0.14433,12.24,0.08,2419269.803782,56053.3800000,-11.1022,-12.1214,4.54,3562.3160000,2417.1100000,-53.98,0.055,0.0000250,5.16,0.0030130,1.2398,0.00,13.851255,0.107013,1.12763,0.082016,0.567,143663284,md,1232,219405,139,128,1483669504,72,63,44,33,24,19,10,7,106,0,1022,25,0,0,1,99,9999,139,998,12.24,99.00,301.564795,44.457129,-11.6,-10.0,0,0,0.0007,0,1911-08-21 07:17:26.765,1911.636448717809
420061551442725,4143.964,11505.796,-12.5271,301.5644930,44.4572350,12.75378,0.122526,12.23,0.10,2419307.644610,102524.7000000,-11.5551,-12.5550,3.58,3401.1190000,3255.9340000,59.90,0.102,0.0000480,4.82,0.0028130,2.7046,0.00,14.818232,0.142091,1.101564,0.109585,0.468,143663284,md,1291,592609,139,128,1349453826,140,121,79,58,40,29,19,11,96,0,1311,25,0,0,3,99,9999,139,1048,12.18,0.12,301.564794,44.457129,-11.6,-10.0,0,0,0.0007,0,1911-09-28 03:28:14.304,1911.7401222191777
420061551442725,8139.319,8490.123,-12.2731,301.5649260,44.4569170,12.949344,0.153777,12.33,0.12,2419357.573877,81143.1200000,-11.2222,-12.4036,4.12,3434.4920000,2518.8120000,4.30,0.163,0.0000400,6.00,0.0035060,1.4951,0.00,14.947827,0.158538,1.182853,0.085068,0.602,143663284,md,1421,392779,139,128,1349451778,115,101,85,63,44,27,16,9,210,0,973,25,0,0,1,99,9999,139,944,12.33,99.00,301.564794,44.457129,-11.6,-10.0,0,0,0.0007,0,1911-11-17 01:46:22.973,1911.8769147315063
420061551442725,9582.380,8079.881,-10.0013,301.5652460,44.4569560,12.701142,0.216192,12.47,0.09,2419933.800501,10012.2900000,-9.7664,-10.4181,5.47,3186.7770000,1206.7500000,-69.69,0.384,0.0000070,6.66,0.0038860,1.7604,0.00,12.895579,0.14295,0.847715,0.062566,0.249,143663284,md,3494,186681,139,8320,1349386240,22,20,15,9,7,7,4,1,111,0,927,25,0,0,1,99,9999,139,945,12.47,99.00,301.564787,44.457124,-11.6,-10.0,0,0,0.0007,0,1913-06-15 07:12:43.286,1913.4528780849319
420061551442725,9181.008,8210.907,-10.0969,301.5641320,44.4570120,12.559101,0.205157,12.21,0.15,2420005.709727,10933.2200000,-9.9002,-10.3907,4.80,3566.9280000,1082.0140000,85.34,0.148,0.0000080,3.93,0.0022930,1.6389,0.00,12.80624,0.151312,1.141154,0.025688,0.442,143663284,md,3712,270994,139,128,1349451776,23,19,17,15,10,8,5,2,118,0,926,25,0,0,1,99,9999,139,981,12.21,99.00,301.564786,44.457124,-11.6,-10.0,0,0,0.0007,0,1913-08-26 05:02:00.413,1913.6498896630137
420061551442725,8973.615,8549.438,-11.7357,301.5636480,44.4574850,12.328659,0.182412,12.02,0.12,2420024.579292,49462.7200000,-10.5477,-11.9476,3.50,3812.7270000,1565.4830000,84.06,0.324,0.0000260,12.65,0.0073830,1.4259,0.00,13.704286,0.125397,1.205067,0.132742,0.250,143663284,md,3805,138175,139,128,1349451776,75,63,49,35,27,18,11,6,81,0,975,25,0,0,1,99,9999,139,567,12.02,99.00,301.564786,44.457124,-11.6,-10.0,0,0,0.0007,0,1913-09-14 01:54:10.829,1913.7015871013693
420061551442725,3557.744,16548.947,-11.0310,301.5647090,44.4572020,12.646109,0.193855,12.32,0.13,2420025.549530,25847.0300000,-10.3608,-11.4975,5.86,3369.5600000,1224.1790000,-66.82,0.358,0.0000170,5.84,0.0033940,4.4406,0.00,13.631538,0.121708,1.317872,0.110735,0.249,143663284,md,3833,624124,139,128,1349453824,52,47,39,28,21,16,10,4,44,0,1860,25,0,0,6,99,9999,139,1551,12.28,0.16,301.564786,44.457124,-11.6,-10.0,0,0,0.0007,0,1913-09-15 01:11:19.392,1913.704245287671
420061551442725,9520.247,12143.918,-11.2587,301.5648660,44.4570820,12.727843,0.182156,12.48,0.13,2420025.558533,31877.9800000,-10.5374,-11.4277,4.57,3927.9520000,1419.6440000,-50.60,0.051,0.0000180,6.80,0.0039720,0.8328,0.00,14.02579,0.181074,1.45435,0.057285,0.249,143663284,md,3834,291033,139,128,1349451776,53,49,42,30,21,14,10,2,127,0,1377,25,0,0,1,99,9999,139,1467,12.48,99.00,301.564786,44.457124,-11.6,-10.0,0,0,0.0007,0,1913-09-15 01:24:17.251,1913.7042699534243
