REFNumber,X_IMAGE,Y_IMAGE,MAG_ISO,ra,dec,magcal_iso,magcal_iso_rms,magcal_local,magcal_local_rms,ExposureDate,FLUX_ISO,MAG_APER,MAG_AUTO,KRON_RADIUS,BACKGROUND,FLUX_MAX,THETA_J2000,ELLIPTICITY,ISOAREA_WORLD,FWHM_IMAGE,FWHM_WORLD,plate_dist,Blendedmag,limiting_mag_local,magcal_local_error,dradRMS2,magcor_local,extinction,gsc_bin_index,series,plateNumber,NUMBER,versionId,AFLAGS,BFLAGS,ISO0,ISO1,ISO2,ISO3,ISO4,ISO5,ISO6,ISO7,npoints_local,rejectFlag,local_bin_index,seriesId,exposureNumber,solutionNumber,spatial_bin,mosaicNumber,quality,plateVersionId,magdep_bin,magcal_magdep,magcal_magdep_rms,ra_2,dec_2,RaPM,DecPM,A2FLAGS,B2FLAGS,timeAccuracy,maskIndex,isodate,decimalyear
420061551442725,22943.068,31662.016,-14.1536,301.5649350,44.4571270,12.377588,0.19709,12.17,0.08,2413059.604715,458618.0000000,-13.3533,-14.2581,3.50,3526.0940000,1946.6070000,-26.47,0.222,0.0000160,27.18,0.0049390,2.6372,0.00,13.991044,0.140149,0.848799,-0.134481,0.401,143663284,a,820,504273,98,0,1349453824,490,462,397,321,229,146,76,28,82,0,2086,1,0,0,6,99,9999,98,337,12.24,0.06,301.564932,44.457154,-11.6,-10.0,0,0,0.0075,0,1894-08-19 02:30:47.376,1894.630423876712
420061551442725,1889.091,30939.584,-15.1063,301.5649440,44.4572040,12.600289,0.164087,12.19,0.11,2413438.614588,1102826.0000000,-13.7780,-15.1461,3.50,4308.6450000,2515.4830000,-40.67,0.440,0.0000290,40.10,0.0072780,3.2991,0.00,14.286815,0.087049,0.777232,0.052334,0.401,143663284,a,1635,629400,98,0,1349453824,892,847,774,670,544,397,248,103,90,0,2003,1,0,0,8,99,9999,98,305,12.21,0.07,301.564927,44.457151,-11.6,-10.0,0,0,0.0075,0,1895-09-02 02:45:00.403,1895.6688070904106
420061551442725,21903.047,2785.620,-13.3578,301.5649770,44.4574300,12.583653,0.171557,12.16,0.11,2413450.581362,220347.8000000,-12.6230,-13.4355,3.50,4246.4780000,1229.6380000,-66.76,0.549,0.0000140,30.54,0.0055430,3.1788,0.00,12.649939,0.0836,0.579154,0.004378,0.400,143663284,a,1670,153691,98,8192,1349386240,405,380,330,270,196,137,60,27,41,0,184,1,0,0,8,99,9999,98,-1,12.16,99.00,301.564927,44.457151,-11.6,-10.0,0,0,0.0075,0,1895-09-14 01:57:09.677,1895.7015927726034
420061551442725,26633.230,25110.436,-13.5310,301.5648960,44.4572360,12.817983,0.090025,12.30,0.05,2415296.559783,258468.9000000,-12.9302,-13.6503,3.91,4259.4120000,1570.8250000,31.62,0.145,0.0000170,18.54,0.0033710,2.1971,0.00,14.534189,0.103859,0.83876,0.147453,0.420,143663284,a,4773,2704454,98,0,1349453824,508,454,386,301,224,146,75,27,92,0,2034,1,0,0,5,99,9999,98,323,12.29,0.05,301.564904,44.457137,-11.6,-10.0,0,0,0.0075,0,1900-10-04 01:26:05.251,1900.756328172603
420061551442725,16013.966,10549.873,-14.0895,301.5649550,44.4571260,12.697828,0.067454,12.34,0.04,2417439.580724,432321.7000000,-13.8022,-14.1003,3.50,4430.7080000,3018.0280000,-48.97,0.159,0.0000150,12.34,0.0022470,1.0894,0.00,15.241487,0.057662,0.797308,0.022613,0.421,143663284,a,7999,1531646,98,128,1483669504,468,408,349,294,239,195,143,79,48,0,820,1,0,0,2,99,9999,98,537,12.34,99.00,301.564878,44.45712,-11.6,-10.0,0,0,0.0075,0,1906-08-17 01:56:14.554,1906.6248786958904
420061551442725,16036.360,10782.447,-16.0939,301.5650030,44.4570660,12.79281,0.219064,12.20,0.17,2417466.557403,2738710.0000000,-14.4735,-16.1499,3.50,4353.5430000,3597.4890000,-43.30,0.187,0.0000930,24.96,0.0045430,1.0512,0.00,17.111168,0.089356,0.82067,0.222587,0.384,143663284,a,8089,626817,98,128,1349452802,2801,2438,1933,1428,997,712,504,317,107,0,870,1,0,0,1,99,9999,98,141,12.20,99.00,301.564877,44.45712,-11.6,-10.0,0,0,0.0075,0,1906-09-13 01:22:39.619,1906.6987874054796
