REFNumber,X_IMAGE,Y_IMAGE,MAG_ISO,ra,dec,magcal_iso,magcal_iso_rms,magcal_local,magcal_local_rms,ExposureDate,FLUX_ISO,MAG_APER,MAG_AUTO,KRON_RADIUS,BACKGROUND,FLUX_MAX,THETA_J2000,ELLIPTICITY,ISOAREA_WORLD,FWHM_IMAGE,FWHM_WORLD,plate_dist,Blendedmag,limiting_mag_local,magcal_local_error,dradRMS2,magcor_local,extinction,gsc_bin_index,series,plateNumber,NUMBER,versionId,AFLAGS,BFLAGS,ISO0,ISO1,ISO2,ISO3,ISO4,ISO5,ISO6,ISO7,npoints_local,rejectFlag,local_bin_index,seriesId,exposureNumber,solutionNumber,spatial_bin,mosaicNumber,quality,plateVersionId,magdep_bin,magcal_magdep,magcal_magdep_rms,ra_2,dec_2,RaPM,DecPM,A2FLAGS,B2FLAGS,timeAccuracy,maskIndex,isodate,decimalyear
420061551442725,2813.031,10888.922,-10.8236,301.5671880,44.4559640,12.582416,0.258569,12.11,99.00,2414773.814902,21352.7000000,-7.8092,-11.1736,5.02,4842.5930000,838.6621000,65.98,0.506,0.0001510,11.57,0.0212180,11.0709,0.00,12.721601,0.145379,4.441632,0.021303,0.460,143663284,ac,312,136801,99,4096,1349451776,45,42,37,23,15,6,5,1,99,0,1208,2,0,0,3,99,9999,99,2270,12.11,99.00,301.564910,44.457141,-11.6,-10.0,0,0,0.0007,0,1899-04-29 07:33:27.533,1899.3241504164387
420061551442725,14229.265,10977.586,-10.5582,301.5639540,44.4563570,12.529434,0.316075,12.28,0.30,2414833.755409,16722.3500000,-8.1564,-10.9511,4.29,3294.7480000,1104.9280000,23.02,0.182,0.0000710,4.92,0.0090810,10.2825,0.00,12.6685,0.206602,4.545163,-0.137981,0.399,143663284,ac,354,162118,108,8320,1349386240,21,20,17,16,11,10,9,2,169,0,1290,2,0,0,3,99,9999,108,2175,12.28,99.00,301.564850,44.457163,-11.6,-10.0,0,0,0.0007,0,1899-06-28 06:07:47.338,1899.4883709835615
420061551442725,13544.036,10971.460,-10.3875,301.5682490,44.4581430,13.435818,0.2726,12.62,0.30,2415371.534136,14289.4700000,-7.7899,-10.6875,5.93,4108.1030000,757.4478000,69.45,0.228,0.0000890,7.04,0.0129970,8.9705,0.00,13.06641,0.192996,4.17508,0.00869,0.787,143663284,ac,1064,231835,108,8192,1349386242,27,26,26,24,19,14,10,6,61,0,1238,2,0,0,2,99,9999,108,2696,12.62,99.00,301.564843,44.457159,-11.6,-10.0,0,0,0.0007,0,1900-12-18 00:49:09.350,1900.9617373589044
420061551442725,13981.617,11026.521,-10.9783,301.5660480,44.4567690,12.915282,0.250822,12.46,0.13,2415673.624441,24622.7600000,-7.7003,-11.2569,3.50,2952.5300000,990.3679000,-77.84,0.203,0.0001800,9.97,0.0185640,9.9010,0.00,13.154448,0.179274,3.209059,-0.098791,0.514,143663284,ac,1864,399263,108,0,1349451776,52,45,37,28,17,10,5,3,235,0,1289,2,0,0,3,99,9999,108,2696,12.46,99.00,301.564839,44.457157,-11.6,-10.0,0,0,0.0007,0,1901-10-16 02:59:11.702,1901.7893820301374
420061551442725,8086.473,18325.334,-11.1193,301.5637090,44.4563370,12.59161,0.292714,12.34,0.15,2415693.470620,28036.0700000,-7.3703,-11.3344,5.21,3988.9000000,679.7791000,-25.48,0.247,0.0002000,12.66,0.0229360,13.7512,0.00,12.864554,0.127979,3.361625,-0.158336,0.412,143663284,ac,1954,415848,130,0,1349453824,61,59,56,54,40,31,17,10,118,0,2073,2,0,0,5,99,9999,130,2006,12.32,0.12,301.564839,44.457157,-11.6,-10.0,0,0,0.0007,0,1901-11-04 23:17:41.568,1901.843755123287
420061551442725,13725.807,11019.479,-9.8443,301.5619430,44.4572740,13.267787,0.574617,12.46,0.60,2415696.563744,8664.4330000,-7.6604,-10.4552,4.61,3821.5980000,694.0198000,-79.79,0.323,0.0000630,5.07,0.0094820,9.5298,0.00,12.486284,0.203561,4.378835,0.236547,0.522,143663284,ac,1966,294688,108,8192,1349386240,18,17,16,12,8,7,4,2,137,0,1289,2,0,0,3,99,9999,108,2174,12.46,99.00,301.564839,44.457157,-11.6,-10.0,0,0,0.0007,0,1901-11-08 01:31:47.482,1901.852229435617
420061551442725,2754.506,11003.502,-11.2284,301.5656600,44.4571360,12.937228,0.216052,12.47,0.20,2415699.510747,30999.3300000,-7.9091,-11.4965,4.58,3870.2570000,769.6694000,-29.11,0.241,0.0002500,8.53,0.0157970,11.2979,0.00,13.599049,0.192156,4.756247,-0.027932,0.454,143663284,ac,1974,445215,99,0,1349453824,76,72,60,50,43,34,24,11,208,0,1257,2,0,0,4,99,9999,99,2270,12.36,0.19,301.564899,44.457134,-11.6,-10.0,0,0,0.0007,0,1901-11-11 00:15:28.541,1901.8603034164387
420061551442725,13507.042,11018.087,-11.0232,301.5652520,44.4565920,12.876619,0.242174,12.33,0.20,2415709.556382,25660.8300000,-8.1592,-11.6197,6.50,3795.6640000,1027.2050000,-59.81,0.332,0.0001360,7.19,0.0134420,9.0210,0.00,13.301882,0.24616,3.447787,-0.040784,0.585,143663284,ac,1984,166942,108,0,1349453824,42,37,29,25,22,16,15,6,167,0,1288,2,0,0,2,99,9999,108,2282,12.28,0.16,301.564839,44.457157,-11.6,-10.0,0,0,0.0007,0,1901-11-21 01:21:11.405,1901.8878257041094
420061551442725,2835.853,11144.887,-11.2051,301.5649780,44.4569820,12.947912,0.219667,12.54,0.14,2415717.455917,30341.5100000,-7.9619,-11.3785,3.50,4162.7110000,1063.2340000,-51.59,0.199,0.0001980,7.85,0.0145040,11.0468,0.00,13.837372,0.19272,4.789201,-0.071458,0.451,143663284,ac,2014,333730,98,0,1349453824,58,51,44,36,25,16,11,4,308,0,1258,2,0,0,3,99,9999,98,2270,12.38,0.18,301.564899,44.457133,-11.6,-10.0,0,0,0.0007,0,1901-11-28 22:56:31.229,1901.909468265753
420061551442725,13945.671,10996.948,-10.7244,301.5637810,44.4566250,13.226648,0.239186,12.70,0.21,2415720.497452,19486.9200000,-8.2775,-11.3643,6.49,2874.1700000,1129.7940000,-67.14,0.284,0.0001010,5.12,0.0095470,9.8462,0.00,13.351197,0.1904,3.379563,-0.037597,0.521,143663284,ac,2030,359765,108,0,1349451776,30,27,25,22,16,12,8,6,320,0,1289,2,0,0,3,99,9999,108,2696,12.70,99.00,301.564839,44.457156,-11.6,-10.0,0,0,0.0007,0,1901-12-01 23:56:19.853,1901.9178012383566
