REFNumber,X_IMAGE,Y_IMAGE,MAG_ISO,ra,dec,magcal_iso,magcal_iso_rms,magcal_local,magcal_local_rms,ExposureDate,FLUX_ISO,MAG_APER,MAG_AUTO,KRON_RADIUS,BACKGROUND,FLUX_MAX,THETA_J2000,ELLIPTICITY,ISOAREA_WORLD,FWHM_IMAGE,FWHM_WORLD,plate_dist,Blendedmag,limiting_mag_local,magcal_local_error,dradRMS2,magcor_local,extinction,gsc_bin_index,series,plateNumber,NUMBER,versionId,AFLAGS,BFLAGS,ISO0,ISO1,ISO2,ISO3,ISO4,ISO5,ISO6,ISO7,npoints_local,rejectFlag,local_bin_index,seriesId,exposureNumber,solutionNumber,spatial_bin,mosaicNumber,quality,plateVersionId,magdep_bin,magcal_magdep,magcal_magdep_rms,ra_2,dec_2,RaPM,DecPM,A2FLAGS,B2FLAGS,timeAccuracy,maskIndex,isodate,decimalyear
420061551442725,12342.936,11345.039,-11.3514,301.5659430,44.4568910,13.452158,0.217323,12.55,0.21,2437848.502031,34717.0500000,-7.9546,-11.4287,3.50,4074.1390000,714.6528000,-62.05,0.517,0.0003180,13.25,0.0232750,5.2471,0.00,13.489051,0.192223,5.849376,0.064296,0.850,143663284,dnb,3,635621,108,0,1349451779,106,98,76,61,48,36,26,17,261,0,1628,11,0,0,1,99,9999,108,2187,12.55,99.00,301.564565,44.456988,-11.6,-10.0,0,0,0.0075,0,1962-07-03 00:02:55.478,1962.5013754273969
420061551442725,13479.737,7051.955,-12.4116,301.5645510,44.4572670,12.988483,0.180268,12.65,0.15,2437850.502091,92177.7400000,-9.0583,-12.4815,4.56,4141.6050000,2025.9560000,-15.77,0.113,0.0003380,7.06,0.0123830,5.3238,0.00,14.549446,0.196627,4.932748,-0.020258,0.385,143663284,dnb,5,356989,132,512,1886324739,113,105,90,71,58,41,24,12,389,0,1030,11,0,0,1,99,9999,132,1831,12.58,0.17,301.564565,44.456988,-11.6,-10.0,0,0,1.0,0,1962-07-05 00:03:00.662,1962.5068550438352
420061551442725,1786.315,19598.080,-12.2161,301.5648850,44.4571450,12.863555,0.163008,12.50,0.16,2440029.730854,76993.7800000,-9.4192,-12.3031,3.50,3001.9260000,2977.0290000,-43.88,0.182,0.0001860,5.39,0.0087830,18.9383,0.00,14.53623,0.184333,2.890496,-0.013058,0.397,143663284,dnb,193,836859,130,0,1349453824,70,63,52,41,32,22,13,8,683,0,2205,11,0,0,8,99,9999,130,2017,12.40,0.11,301.564538,44.456972,-11.6,-10.0,0,0,0.0007,0,1968-06-22 05:32:25.786,1968.4733083442623
420061551442725,8739.503,1569.099,-10.8995,301.5638560,44.4577720,12.780536,0.242219,12.46,0.26,2440060.693500,22897.5900000,-8.0329,-11.0329,5.08,3599.8580000,1011.1250000,-9.90,0.479,0.0001220,10.82,0.0180010,16.1816,0.00,13.381445,0.202789,5.614267,-0.022875,0.384,143663284,dnb,196,50866,98,0,1349453824,43,37,33,28,22,12,7,2,221,0,175,11,0,0,7,99,9999,98,2097,12.38,0.19,301.564598,44.456948,-11.6,-10.0,0,0,0.0007,0,1968-07-23 04:38:38.400,1968.5579057377051
420061551442725,8775.227,1846.749,-12.9043,301.5648180,44.4570760,12.833914,0.229343,12.58,0.18,2440116.548836,145121.5000000,-9.1130,-12.8870,3.95,3049.1770000,2532.9100000,-64.56,0.387,0.0003230,11.39,0.0190110,15.7277,0.00,14.754457,0.205786,4.696234,-0.064701,0.384,143663284,dnb,202,62378,98,0,1349451779,117,113,101,84,71,53,35,19,518,0,225,11,0,0,7,99,9999,98,1683,12.58,99.00,301.564597,44.456948,-11.6,-10.0,0,0,0.0007,0,1968-09-17 01:10:19.430,1968.7105159453547
420061551442725,8741.987,1510.326,-12.8301,301.5635300,44.4586760,12.76187,0.207663,12.46,0.14,2440118.564757,135537.4000000,-9.2597,-12.7975,4.18,3690.3870000,2620.7350000,-33.70,0.158,0.0003660,10.21,0.0169850,16.2856,0.00,14.814912,0.212003,4.951591,-0.019587,0.386,143663284,dnb,204,52227,98,0,1349451776,137,125,101,78,52,40,28,17,484,0,175,11,0,0,7,99,9999,98,1683,12.46,99.00,301.564597,44.456948,-11.6,-10.0,0,0,0.0007,0,1968-09-19 01:33:15.005,1968.71602392623
420061551442725,1123.406,3097.021,-13.0836,301.5636350,44.4576310,12.679217,0.199303,12.41,0.16,2440394.744734,171169.0000000,-9.5774,-13.1836,4.20,1820.1170000,3596.2600000,-56.17,0.236,0.0003600,10.04,0.0163230,18.7883,0.00,14.974654,0.174252,4.561236,-0.062864,0.391,143663284,dnb,265,126826,126,0,1349451777,136,123,97,74,54,38,24,12,610,0,353,11,0,0,8,99,9999,126,1621,12.41,99.00,301.564534,44.456969,-11.6,-10.0,0,0,0.0007,0,1969-06-22 05:52:25.018,1969.4719033808217
420061551442725,2316.059,19897.592,-12.6280,301.5637690,44.4572250,12.738847,0.167225,12.44,0.13,2440411.691798,112511.1000000,-9.4521,-12.6839,3.50,3477.5180000,2899.4590000,-53.46,0.225,0.0002490,7.21,0.0117280,18.7325,0.00,14.804255,0.185834,3.149322,-0.074296,0.394,143663284,dnb,270,754345,130,0,1349453824,94,77,68,51,40,32,23,14,597,0,2256,11,0,0,8,99,9999,130,2018,12.36,0.11,301.564534,44.456969,-11.6,-10.0,0,0,0.0007,0,1969-07-09 04:36:11.347,1969.5183336931511
420061551442725,7425.671,1965.336,-11.9608,301.5653200,44.4569970,12.886912,0.219118,12.51,0.16,2441932.657731,60857.9900000,-8.9358,-12.2126,4.45,3809.0520000,1817.4590000,77.38,0.321,0.0001570,9.97,0.0165710,15.6273,0.00,13.692308,0.181766,4.53611,-0.003997,0.411,143663284,dnb,458,78315,98,0,1349453824,57,53,49,38,31,17,14,11,290,0,221,11,0,0,7,99,9999,98,1681,12.43,0.16,301.564575,44.456934,-11.6,-10.0,0,0,0.0007,0,1973-09-07 03:47:07.958,1973.6826239205475
420061551442725,1865.796,19849.115,-13.1684,301.5636810,44.4569670,12.556281,0.288136,12.50,0.15,2441951.568040,185083.5000000,-9.8768,-13.2786,3.50,1945.6870000,4160.6420000,-75.66,0.081,0.0002830,9.29,0.0151050,19.1337,0.00,14.442255,0.186838,3.677034,-0.322703,0.392,143663284,dnb,480,521443,130,0,1349453824,107,91,75,58,47,28,20,11,420,0,2255,11,0,0,8,99,9999,130,2017,12.41,0.12,301.564515,44.456957,-11.6,-10.0,0,0,0.0007,0,1973-09-26 01:37:58.656,1973.7344329863008
