REFNumber,X_IMAGE,Y_IMAGE,MAG_ISO,ra,dec,magcal_iso,magcal_iso_rms,magcal_local,magcal_local_rms,ExposureDate,FLUX_ISO,MAG_APER,MAG_AUTO,KRON_RADIUS,BACKGROUND,FLUX_MAX,THETA_J2000,ELLIPTICITY,ISOAREA_WORLD,FWHM_IMAGE,FWHM_WORLD,plate_dist,Blendedmag,limiting_mag_local,magcal_local_error,dradRMS2,magcor_local,extinction,gsc_bin_index,series,plateNumber,NUMBER,versionId,AFLAGS,BFLAGS,ISO0,ISO1,ISO2,ISO3,ISO4,ISO5,ISO6,ISO7,npoints_local,rejectFlag,local_bin_index,seriesId,exposureNumber,solutionNumber,spatial_bin,mosaicNumber,quality,plateVersionId,magdep_bin,magcal_magdep,magcal_magdep_rms,ra_2,dec_2,RaPM,DecPM,A2FLAGS,B2FLAGS,timeAccuracy,maskIndex
420061551442725,940.437,10479.547,-12.0453,301.5661270,44.4580580,12.201157,0.332975,11.97,0.31,2427955.782991,65783.4800000,-8.2565,-12.2231,4.53,3896.7600000,1416.0600000,37.88,0.405,0.0002620,17.46,0.0302800,13.8831,0.00,12.39799,0.164489,3.07907,-0.17616,0.413,143663284,ca,188,263522,129,8192,1349388288,89,82,77,65,43,23,14,8,64,0,1152,48,0,0,7,99,9999,129,1764,12.06,0.18,301.564688,44.457063,-11.6,-10.0,0,0,0.0007,0
420061551442725,7171.955,9989.357,-10.3357,301.5659700,44.4567040,12.870965,0.273751,12.45,0.29,2427955.822814,13622.9600000,-8.3617,-10.7177,3.50,5573.9130000,1142.8590000,65.60,0.359,0.0000530,6.48,0.0118200,3.3266,0.00,12.78507,0.189244,3.394471,0.047079,0.400,143663284,ca,189,144189,108,8192,1349386240,15,14,14,13,11,9,3,2,191,0,1120,48,0,0,1,99,9999,108,2149,12.45,99.00,301.564688,44.457063,-11.6,-10.0,0,0,0.0007,0
420061551442725,6854.459,9775.776,-11.1321,301.5646140,44.4571420,12.639492,0.227601,12.25,0.22,2427965.812205,28367.8300000,-8.7230,-11.1858,3.50,4454.5020000,1548.8540000,33.76,0.169,0.0000930,5.04,0.0091970,4.0966,0.00,12.972923,0.203839,2.294375,-0.006448,0.398,143663284,ca,201,168742,108,0,1349451776,28,27,27,21,19,13,11,7,251,0,1119,48,0,0,1,99,9999,108,2149,12.25,99.00,301.564687,44.457063,-11.6,-10.0,0,0,0.0007,0
420061551442725,748.916,10550.063,-11.7653,301.5665750,44.4565030,12.153351,0.338486,11.95,0.24,2428016.635538,50827.8200000,-7.8747,-11.8656,4.21,3378.7880000,1204.8080000,16.63,0.100,0.0002140,13.66,0.0237080,14.3237,0.00,12.43592,0.163552,3.864816,-0.179181,0.405,143663284,ca,266,183043,129,8192,1349388288,71,64,55,44,33,21,8,3,83,0,1202,48,0,0,7,99,9999,129,1764,12.11,0.13,301.564687,44.457063,-11.6,-10.0,0,0,0.0007,0
420061551442725,7005.302,9893.012,-11.3552,301.5645540,44.4571400,12.841919,0.190228,12.40,0.19,2428016.686787,34839.1100000,-8.8979,-11.4107,3.50,4215.7000000,1866.0830000,65.62,0.344,0.0001070,6.27,0.0114350,3.6789,0.00,13.487988,0.179254,2.511407,0.04122,0.399,143663284,ca,267,159808,108,0,1349453824,32,31,29,26,18,13,10,6,424,0,1120,48,0,0,1,99,9999,108,2149,12.44,0.12,301.564687,44.457063,-11.6,-10.0,0,0,0.0007,0
420061551442725,7010.186,10002.448,-11.4983,301.5653780,44.4566510,12.728432,0.188887,12.34,0.18,2428024.684392,39747.4100000,-9.1909,-11.5846,3.50,3790.8430000,2477.0950000,59.67,0.277,0.0001030,4.69,0.0085480,3.5677,0.00,13.715104,0.177632,2.702327,-0.029593,0.402,143663284,ca,294,146835,108,0,1349451776,31,28,27,20,16,11,7,6,496,0,1120,48,0,0,1,99,9999,108,2268,12.34,99.00,301.564687,44.457063,-11.6,-10.0,0,0,0.0007,0
420061551442725,7086.719,9863.618,-11.4819,301.5659750,44.4564790,12.590209,0.206339,12.20,99.00,2428025.642537,39152.8200000,-9.0371,-11.6862,3.50,4193.3860000,2153.3290000,73.22,0.321,0.0001100,6.19,0.0112950,3.6529,0.00,13.456845,0.19638,2.937451,-0.015103,0.399,143663284,ca,297,110520,108,4096,1349451776,33,30,26,21,18,14,9,4,394,0,1120,48,0,0,1,99,9999,108,2149,12.20,99.00,301.564687,44.457063,-11.6,-10.0,0,0,0.0007,0
420061551442725,6777.061,10122.764,-9.7749,301.5666970,44.4578520,12.90737,0.321424,12.46,0.26,2428030.667673,8127.7140000,-8.0231,-10.0613,3.50,5406.8640000,922.9719000,66.01,0.491,0.0000370,5.74,0.0104640,3.9245,0.00,12.607363,0.219166,2.8719,0.053979,0.402,143663284,ca,311,92472,108,8320,1349386240,11,11,10,9,9,7,4,4,190,0,1169,48,0,0,1,99,9999,108,1752,12.46,99.00,301.564687,44.457063,-11.6,-10.0,0,0,0.0007,0
420061551442725,7017.468,10018.428,-11.6911,301.5652290,44.4579350,12.808452,0.178589,12.36,0.14,2428052.613640,47471.1400000,-9.0375,-11.7540,3.50,3987.8240000,2313.0810000,71.67,0.342,0.0001400,6.36,0.0116070,3.5417,0.00,13.912394,0.170192,2.721267,0.03312,0.403,143663284,ca,352,189706,108,0,1349451776,42,37,33,27,23,16,9,6,543,0,1120,48,0,0,1,99,9999,108,1771,12.36,99.00,301.564686,44.457063,-11.6,-10.0,0,0,0.0007,0
420061551442725,4406.433,2247.787,-10.8343,301.5665030,44.4607460,12.381677,0.391819,12.03,0.35,2428053.576612,21563.5200000,-8.2094,-11.7082,6.05,3221.5260000,1193.4160000,53.19,0.252,0.0000840,9.89,0.0167910,17.2564,0.00,12.162649,0.17031,6.245449,-0.049985,0.398,143663284,ca,358,44821,127,8192,1349388290,27,25,20,17,10,5,1,1,38,0,262,48,0,0,8,99,9999,127,1696,12.13,0.14,301.564686,44.457063,-11.6,-10.0,0,0,0.0007,0
